id,response
US-0083228-A,"{'id': 'chatcmpl-8nSpzwYJqc4Rjk70bSFAuEwfOnJfP', 'object': 'chat.completion', 'created': 1706799615, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 1196, 'completion_tokens': 50, 'total_tokens': 1246}, 'choices': [{'message': {'role': 'assistant', 'content': ""Title: IMPROVEMENT IN POLICEMAN'S MACE.\nAuthors: MAHLON WARNE\nInvention_Date: October 20, 1868.\nCity: PHILADELPHIA, PENNSYLVANIA""}, 'finish_reason': 'stop', 'index': 0}]}"
US-0084929-A,"{'id': 'chatcmpl-8nSq78m8pMBptQ5IZhomZOJCH0ten', 'object': 'chat.completion', 'created': 1706799623, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 4511, 'completion_tokens': 49, 'total_tokens': 4560}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN BREECH-LOADING FIRE-ARMS.\nAuthors: ETHAN ALLEN\nInvention_Date: December 15, 1868\nCity: WORCESTER, MASSACHUSETTS'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0089941-A,"{'id': 'chatcmpl-8nSqH0e2K02Bh8JYzSQXHk4TxuXsA', 'object': 'chat.completion', 'created': 1706799633, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 2301, 'completion_tokens': 39, 'total_tokens': 2340}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN BOILER-SCRAPERS\nAuthors: E. L. Pratt\nInvention_Date: May 11, 1869\nCity: Beverly, Massachusetts'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0089965-A,"{'id': 'chatcmpl-8nSqNIPha1ve5D8OI0YTUDavMAdXg', 'object': 'chat.completion', 'created': 1706799639, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 2301, 'completion_tokens': 48, 'total_tokens': 2349}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN BREECH-LOADING ORDNANCE.\nAuthors: WILLIAM BACON\nInvention_Date: May 11, 1869\nCity: MONTICELLO, KANSAS'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0090024-A,"{'id': 'chatcmpl-8nSqYsew9W5Yb4L5FrYwK1pydcc2O', 'object': 'chat.completion', 'created': 1706799650, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 5616, 'completion_tokens': 46, 'total_tokens': 5662}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: Improvement in Breech-Loading Fire-Arms\nAuthors: Benjamin S. Roberts\nInvention_Date: May 11, 1869\nCity: [The city is not explicitly mentioned in the provided images]'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0090214-A,"{'id': 'chatcmpl-8nSqhXhu0CYv4EeDwpTkZQwjN3Bjd', 'object': 'chat.completion', 'created': 1706799659, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 1196, 'completion_tokens': 48, 'total_tokens': 1244}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN BREECH-LOADING FIRE-ARMS.\nAuthors: FRIEDRICH WOHLGEMUTH\nInvention_Date: May 18, 1869\nCity: New York'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0090244-A,"{'id': 'chatcmpl-8nSqtWGpBgyMwZimLBp7lTwh7zpA4', 'object': 'chat.completion', 'created': 1706799671, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 2301, 'completion_tokens': 46, 'total_tokens': 2347}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN BRONZE ORDNANCE\nAuthors: SAMUEL B. DEAN\nInvention_Date: May 18, 1869\nCity: BOSTON, MASSACHUSETTS'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0090323-A,"{'id': 'chatcmpl-8nSr2agMCOj1XsHape7loR2TZy7Ne', 'object': 'chat.completion', 'created': 1706799680, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 3406, 'completion_tokens': 48, 'total_tokens': 3454}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN LOCKS FOR ORDNANCE.\nAuthors: JOSIAH VAVASSEUR\nInvention_Date: May 18, 1869\nCity: SOUTHWARK, ENGLAND'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0090381-A,"{'id': 'chatcmpl-8nSr9VkjblwqS81aeEfzVfRHkz69x', 'object': 'chat.completion', 'created': 1706799687, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 1196, 'completion_tokens': 60, 'total_tokens': 1256}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN BREECH-LOADING FIRE-ARMS.\nAuthors: J.D.S. Newell, A. G. Bride, E. Tomatis, Thomas Pickles\nInvention_Date: May 25, 1869\nCity: New Orleans, Louisiana'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0090614-A,"{'id': 'chatcmpl-8nSrNQLv4Fzts9ZXZVBp8E3tM8U4t', 'object': 'chat.completion', 'created': 1706799701, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 2301, 'completion_tokens': 57, 'total_tokens': 2358}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN BREECH-LOADING FIRE-ARMS\nAuthors: FRIEDRICH VON MARTINI\nInvention_Date: May 25, 1869\nCity: FRAUENFELD, SWITZERLAND'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0090741-A,"{'id': 'chatcmpl-8nSrUORzbsuZys8amymh55Xa1Hxt9', 'object': 'chat.completion', 'created': 1706799708, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 1196, 'completion_tokens': 43, 'total_tokens': 1239}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN FIRE-ARMS\nAuthors: JOHN W. GOODALE\nInvention_Date: June 1, 1860\nCity: AMHERST, MASSACHUSETTS'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0090749-A,"{'id': 'chatcmpl-8nSrbfVaO3titcPEAZ67hi3SR55yP', 'object': 'chat.completion', 'created': 1706799715, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 2301, 'completion_tokens': 42, 'total_tokens': 2343}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN AIR-GUNS AND PISTOLS.\nAuthors: E. H. Hawley\nInvention_Date: June 1, 1869\nCity: Kalamazoo'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0090792-A,"{'id': 'chatcmpl-8nSrhRVfET8XHwxlnm2DUQ2BvipNX', 'object': 'chat.completion', 'created': 1706799721, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 1196, 'completion_tokens': 52, 'total_tokens': 1248}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN BREECH-LOADING FIRE-ARMS\nAuthors: WILLIAM SIDNEY SMOOT\nInvention_Date: June 1, 1869\nCity: WASHINGTON, DISTRICT OF COLUMBIA'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0090814-A,"{'id': 'chatcmpl-8nSrllxQu8OvFad6nxnNTXTDhU8d1', 'object': 'chat.completion', 'created': 1706799725, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 1196, 'completion_tokens': 41, 'total_tokens': 1237}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN GUN-CARRIAGES\nAuthors: L. W. BROADWELL\nInvention_Date: June 1, 1869\nCity: New Orleans'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0091014-A,"{'id': 'chatcmpl-8nSrrlJns0nivpOp7b2FcfHizRkXL', 'object': 'chat.completion', 'created': 1706799731, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 1196, 'completion_tokens': 54, 'total_tokens': 1250}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN GUN-LOCKS\nAuthors: R. D. HAY and J. M. HILL\nInvention_Date: June 8, 1869\nCity: CROOKED CREEK, NORTH CAROLINA'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0091342-A,"{'id': 'chatcmpl-8nSrz4exnx32dghuN7eS9CGypd2xC', 'object': 'chat.completion', 'created': 1706799739, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 1196, 'completion_tokens': 51, 'total_tokens': 1247}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN BURGLAR-PROOF SAFES.\nAuthors: GEORGE H. IRELAND\nInvention_Date: June 15, 1869\nCity: SOMERVILLE, MASSACHUSETTS'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0091345-A,"{'id': 'chatcmpl-8nSs6HXr7DIZswM7hYdzgpvdUd8hs', 'object': 'chat.completion', 'created': 1706799746, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 1196, 'completion_tokens': 35, 'total_tokens': 1231}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: Improvement in Gun-Carriages\nAuthors: J. R. Kelso\nInvention_Date: June 15, 1869\nCity: Freedom, Missouri'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0091421-A,"{'id': 'chatcmpl-8nSsEQaxxK3FW2oIXCrv08dgYHx6Z', 'object': 'chat.completion', 'created': 1706799754, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 3406, 'completion_tokens': 37, 'total_tokens': 3443}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: Improvement In Breech-Loading Fire-Arms\nAuthors: Loughlin Conroy\nInvention_Date: June 15, 1869\nCity: New York'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0091523-A,"{'id': 'chatcmpl-8nSsKgjV7FnA6kkgZs3yUVTjXw2j4', 'object': 'chat.completion', 'created': 1706799760, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 1196, 'completion_tokens': 51, 'total_tokens': 1247}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN STEAM-GENERATOR-FLUE BRUSHES\nAuthors: PATRICK H. COYLE\nInvention_Date: June 22, 1869\nCity: NEWARK, NEW JERSEY'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0091564-A,"{'id': 'chatcmpl-8nSsQKZ24DXyBlvoACc6tObjAot4S', 'object': 'chat.completion', 'created': 1706799766, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 2301, 'completion_tokens': 45, 'total_tokens': 2346}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN SPADE-BAYONETS\nAuthors: EDMUND RICE\nInvention_Date: June 22, 1869\nCity: [The city is not specified in the document]'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0091616-A,"{'id': 'chatcmpl-8nSsYZ8N3PUEIgw5Y2PDFn8jhYfyn', 'object': 'chat.completion', 'created': 1706799774, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 2301, 'completion_tokens': 55, 'total_tokens': 2356}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN BREECH-LOADING FIRE-ARMS\nAuthors: LEWIS T. FAIRBANKS\nInvention_Date: June 22, 1869\nCity: WORCESTER, MASSACHUSETTS'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0091624-A,"{'id': 'chatcmpl-8nSsiy42A2FFMiaM3tAGIosBIbjtY', 'object': 'chat.completion', 'created': 1706799784, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 1196, 'completion_tokens': 51, 'total_tokens': 1247}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN BREECH-LOADING FIRE-ARMS. \nAuthors: JOHN ADAM HECKENBACH \nInvention_Date: June 22, 1869 \nCity: MAYVILLE, WISCONSIN'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0091668-A,"{'id': 'chatcmpl-8nSsuZnanBvGUHGHXsn9wkAeLjxG1', 'object': 'chat.completion', 'created': 1706799796, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 5616, 'completion_tokens': 43, 'total_tokens': 5659}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN BREECH-LOADING FIRE-ARMS.\nAuthors: WESTLEY RICHARDS\nInvention_Date: June 22, 1869\nCity: Birmingham, England'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0091864-A,"{'id': 'chatcmpl-8nSt7K3zGZZo77ZPLnwVPBmaar1TQ', 'object': 'chat.completion', 'created': 1706799809, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 5616, 'completion_tokens': 38, 'total_tokens': 5654}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN ORDNANCE\nAuthors: WILLIAM PALLISER\nInvention_Date: June 29, 1869\nCity: Pall Mall, England'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0092013-A,"{'id': 'chatcmpl-8nStFXpxy670lncmSQONPuk8kdZg7', 'object': 'chat.completion', 'created': 1706799817, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 2301, 'completion_tokens': 43, 'total_tokens': 2344}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN BREECH-LOADERS\nAuthors: BETHEL BURTON\nInvention_Date: June 29, 1869\nCity: BROOKLYN, NEW YORK'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0092048-A,"{'id': 'chatcmpl-8nStQrr9tiDtTTjJ1giiEzS9bioUK', 'object': 'chat.completion', 'created': 1706799828, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 2301, 'completion_tokens': 39, 'total_tokens': 2340}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: Improvement in Breech-Loading Fire-Arms\nAuthors: Mathias J. Hinden\nInvention_Date: June 29, 1869\nCity: Detroit, Michigan'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0092129-A,"{'id': 'chatcmpl-8nStXfxCTmeFirrBhykdvE1bEJsKV', 'object': 'chat.completion', 'created': 1706799835, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 2301, 'completion_tokens': 43, 'total_tokens': 2344}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN BREECH-LOADERS\nAuthors: WILLIAM G. WARD\nInvention_Date: June 29, 1869\nCity: NEW YORK, N.Y.'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0092211-A,"{'id': 'chatcmpl-8nStcBswFz8vTVAsb2gm0EwADTA9y', 'object': 'chat.completion', 'created': 1706799840, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 1196, 'completion_tokens': 49, 'total_tokens': 1245}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN BOILER-FLUE BRUSHES.\nAuthors: P. H. RYAN\nInvention_Date: July 6, 1869\nCity: CINCINNATI, OHIO'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0092393-A,"{'id': 'chatcmpl-8nSti6vF30PMppQSIM3QgOKJhnu8h', 'object': 'chat.completion', 'created': 1706799846, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 1196, 'completion_tokens': 45, 'total_tokens': 1241}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVED BREECH-LOADING FIRE-ARM\nAuthors: J.T. STOAKES\nInvention_Date: July 6, 1869\nCity: CHAMPLAIN, NEW YORK'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0092597-A,"{'id': 'chatcmpl-8nStv7SRTivY1xoqiwp63F9kfDITw', 'object': 'chat.completion', 'created': 1706799859, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 3916, 'completion_tokens': 42, 'total_tokens': 3958}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVED COUNTERPOISE GUN-CARRIAGE\nAuthors: J.G. Foster\nInvention_Date: July 13, 1869\nCity: Nashua, New Hampshire'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0092673-A,"{'id': 'chatcmpl-8nSu3sm6ikbw5ivX47aqx6cBienRC', 'object': 'chat.completion', 'created': 1706799867, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 2301, 'completion_tokens': 47, 'total_tokens': 2348}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN BREECH-LOADERS\nAuthors: ZDEUKO RITTER VON WESSELY\nInvention_Date: July 13, 1869\nCity: Providence, Rhode Island'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0092799-A,"{'id': 'chatcmpl-8nSuBYZHzF8de8v4ySY9wkHS1eTN9', 'object': 'chat.completion', 'created': 1706799875, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 1196, 'completion_tokens': 39, 'total_tokens': 1235}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN BREECH-LOADERS\nAuthors: L.T. DELASSIZE\nInvention_Date: July 20, 1869\nCity: New Orleans'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0092918-A,"{'id': 'chatcmpl-8nSuHU1tb8KWyiC0zOAGqyXmCTJ9H', 'object': 'chat.completion', 'created': 1706799881, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 1196, 'completion_tokens': 42, 'total_tokens': 1238}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVED COMBINED PISTOL AND DIRK\nAuthors: FRANKLIN WESSON\nInvention_Date: July 20, 1869\nCity: WORCESTER'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0093023-A,"{'id': 'chatcmpl-8nSuPzUAFA8lxEJXHhF4R8iSGC7r9', 'object': 'chat.completion', 'created': 1706799889, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 1196, 'completion_tokens': 37, 'total_tokens': 1233}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: Improvement In Breech-Loading Fire-Arms\nAuthors: George H. Todd\nInvention_Date: July 27, 1869\nCity: Montgomery, Alabama'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0093149-A,"{'id': 'chatcmpl-8nSuX3Fa0QBfeqVhBbfwb31IdPjsE', 'object': 'chat.completion', 'created': 1706799897, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 1196, 'completion_tokens': 57, 'total_tokens': 1253}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN BREECH-LOADING FIRE-ARMS\nAuthors: ELI WHITNEY, C. GERNER, and F. TIESING\nInvention_Date: July 27, 1869\nCity: NEW HAVEN'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0093330-A,"{'id': 'chatcmpl-8nSuhs52VUtl2MjpIlkW0KkHxbdPr', 'object': 'chat.completion', 'created': 1706799907, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 2301, 'completion_tokens': 37, 'total_tokens': 2338}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: Improvement In Breech-Loading Fire-Arms\nAuthors: William Morgenstern\nInvention_Date: August 3, 1869\nCity: New York'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0093403-A,"{'id': 'chatcmpl-8nSumcTZfkRsBu3OR6Ej2B4gffUnX', 'object': 'chat.completion', 'created': 1706799912, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 1196, 'completion_tokens': 50, 'total_tokens': 1246}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN BREECH-LOADING FIRE-ARMS\nAuthors: JOHN D. BLAKER\nInvention_Date: August 10, 1869\nCity: NEWTOWN, PENNSYLVANIA'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0093420-A,"{'id': 'chatcmpl-8nSuthJoUL2s6xrHNvsGBRYygTHu2', 'object': 'chat.completion', 'created': 1706799919, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 1196, 'completion_tokens': 37, 'total_tokens': 1233}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN GUN-LOCKS\nAuthors: William Dashner\nInvention_Date: August 10, 1869\nCity: Point Pleasant, West Virginia'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0093572-A,"{'id': 'chatcmpl-8nSuzks640x08sNMbQY65ywHe3iyH', 'object': 'chat.completion', 'created': 1706799925, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 1196, 'completion_tokens': 45, 'total_tokens': 1241}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN REVOLVING FIRE-ARMS\nAuthors: ROLLIN WHITE\nInvention_Date: August 10, 1859\nCity: LOWELL, MASSACHUSETTS'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0093653-A,"{'id': 'chatcmpl-8nSv6uI4hLkUst06l7sXAHnWLsYSA', 'object': 'chat.completion', 'created': 1706799932, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 2301, 'completion_tokens': 45, 'total_tokens': 2346}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN REVOLVING FIRE-ARMS.\nAuthors: ROLLIN WHITE\nInvention_Date: August 10, 1859\nCity: LOWELL, MASSACHUSETTS'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0093691-A,"{'id': 'chatcmpl-8nSvEkntzON7DasHeNVwbZ2cNPNEL', 'object': 'chat.completion', 'created': 1706799940, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 3406, 'completion_tokens': 45, 'total_tokens': 3451}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN GUN-CARRIAGES\nAuthors: JAMES B. EADS\nInvention_Date: August 17, 1869\nCity: ST. LOUIS, MISSOURI'}, 'finish_reason': 'stop', 'index': 0}]}"
US-0093723-A,"{'id': 'chatcmpl-8nSvLDbylzRUsptu1VOg41KhxiTxM', 'object': 'chat.completion', 'created': 1706799947, 'model': 'gpt-4-1106-vision-preview', 'usage': {'prompt_tokens': 1196, 'completion_tokens': 43, 'total_tokens': 1239}, 'choices': [{'message': {'role': 'assistant', 'content': 'Title: IMPROVEMENT IN FLUE-BRUSHES.\nAuthors: JOHN D. KUNKEL\nInvention_Date: August 17, 1869\nCity: CINCINNATI'}, 'finish_reason': 'stop', 'index': 0}]}"
